# TinyLM 체크포인트 판정 (cleanup_ckpt.py 의 유일한 진실 원천)
#
# ★규약 (experiments.tsv 와 같은 구조. 2026-08-19 사용자 지시로 TSV 화)
#   1. `run_cleanup_checkpoints.bat` 은 이 파일에서 **delete 로 판정된 것만** 후보로 삼는다.
#   2. **여기 없는 파일은 절대 안 지운다**(화이트리스트 방식). 새 체크포인트는 기본이 `hold` 다.
#   3. ★**살아 있는 실험이 참조하는 것은 `keep`** 이고, why 열에 **어느 실험이 쓰는지** 적는다.
#      그게 없으면 다음 세션이 "왜 남겼는지" 를 모르고 지운다.
#   4. 열은 TAB 구분. `#` 로 시작하는 줄은 주석.
#   5. 판정을 바꾸려면 **이 파일만** 고친다. 배치·스크립트는 안 고친다.
#   ★6. (2026-08-20 신설) **`_best` 를 파일명만 보고 delete 로 적지 않는다.**
#      denseb_best 사고 — 규칙을 *역할* 이 아니라 *이름* 에 걸어서 부모 계보의 유일본이
#      삭제 후보가 됐다. 기계 방어 3중(cleanup_ckpt.py G1 파생보호 / G2 판정일관성 /
#      G3 부모계보 정규식)을 넣었지만, **새 best 의 기본 판정은 `hold`** 로 적는다.
#
# verdict : keep=영구 보존 / hold=미판정(안 지움) / delete=삭제 후보
# file    : runs/ckpt/ 아래 파일명
# mb      : 실측 크기(MB)
# why     : ★왜 이 판정인가. keep 이면 **어느 실험이 쓰는가**
#
verdict	file	mb	why
delete	m100R1c_ko-en_300M_G270Tnarrow.pt	1398.9	250스텝 프로브 - 품질 판정 사용 금지(기준표 2.3). 판정 근거는 역할이지 _best 접미사가 아니다(TSV 규칙 6)
delete	m100R1c_ko-en_300M_G270Tnarrow_best.pt	1398.9	250스텝 프로브 - 품질 판정 사용 금지(기준표 2.3). 판정 근거는 역할이지 _best 접미사가 아니다(TSV 규칙 6)
delete	m100R1c_ko-en_300M_G270Tprobe.pt	1398.9	250스텝 프로브 - 품질 판정 사용 금지(기준표 2.3). 판정 근거는 역할이지 _best 접미사가 아니다(TSV 규칙 6)
delete	m100R1c_ko-en_300M_G270Tprobe_best.pt	1398.9	250스텝 프로브 - 품질 판정 사용 금지(기준표 2.3). 판정 근거는 역할이지 _best 접미사가 아니다(TSV 규칙 6)
hold	m100R1c_ko-en_300M_GT0full.pt	1398.9	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100R1c_ko-en_300M_GT0full_best.pt	1398.9	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
delete	m100R1c_ko-en_300M_GT0probe.pt	1398.9	250스텝 프로브 - 품질 판정 사용 금지(기준표 2.3). 판정 근거는 역할이지 _best 접미사가 아니다(TSV 규칙 6)
delete	m100R1c_ko-en_300M_GT0probe_best.pt	1398.9	250스텝 프로브 - 품질 판정 사용 금지(기준표 2.3). 판정 근거는 역할이지 _best 접미사가 아니다(TSV 규칙 6)
hold	m100R1c_ko-en_300M_mC_cla1_ag4.pt	558.2	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100R1c_ko-en_300M_mC_cla1_ag4_best.pt	558.2	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100R1c_ko-en_300M_mC_cla1_ag4_r20.pt	558.2	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100R1c_ko-en_300M_mC_cla1_ag4_r20_best.pt	558.2	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100R1c_ko-en_300M_mC_cla1_ag4_r20_s2.pt	558.2	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100R1c_ko-en_300M_mC_cla1_ag4_r20_s2_best.pt	558.2	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100R1c_ko-en_300M_mC_cla1_ag4_r20_s3b.pt	558.2	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100R1c_ko-en_300M_mC_cla1_ag4_r20_s3b_best.pt	558.2	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100R1c_ko-en_300M_mC_cla1_ag4_r20nc.pt	558.2	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100R1c_ko-en_300M_mC_cla1_ag4_r20nc_best.pt	558.2	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100R1c_ko-en_300M_mC_cla2_ag4.pt	551.4	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100R1c_ko-en_300M_mC_cla2_ag4_best.pt	551.4	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100R1c_ko-en_300M_mC_cla2_ag4_r20.pt	551.4	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100R1c_ko-en_300M_mC_cla2_ag4_r20_best.pt	551.4	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100R1c_ko-en_300M_mC_cla2_ag4_r20_s2.pt	551.4	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100R1c_ko-en_300M_mC_cla2_ag4_r20_s2_best.pt	551.4	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100R1c_ko-en_300M_mC_cla2_ag4_r20_s3.pt	551.4	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100R1c_ko-en_300M_mC_cla2_ag4_r20_s3_best.pt	551.4	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100R1c_ko-en_300M_mC_cla2_ag4_r30.pt	551.4	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100R1c_ko-en_300M_mC_cla2_ag4_r30_best.pt	551.4	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100R1c_ko-en_300M_mC_e128_nc.pt	677.8	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100R1c_ko-en_300M_mC_e128_nc_best.pt	677.8	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100R1c_ko-en_300M_mC_film_nokd.pt	727.7	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100R1c_ko-en_300M_mC_film_nokd_best.pt	727.7	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100R1c_ko-en_300M_mC_initonly_nc.pt	726.9	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100R1c_ko-en_300M_mC_initonly_nc_best.pt	726.9	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100R1c_ko-en_300M_mC_initonly_s2_best.pt	726.9	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100R1c_ko-en_300M_mC_initonly_s3.pt	726.9	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100R1c_ko-en_300M_mC_initonly_s3_best.pt	726.9	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100R1c_ko-en_300M_mC_r30_nokd.pt	726.9	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100R1c_ko-en_300M_mC_r30_nokd_best.pt	726.9	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100R1d_ko-en_300M_mC_d36_ag8_cla1.pt	558.8	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100R1d_ko-en_300M_mC_d36_ag8_cla1_best.pt	558.8	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_300M_d16_cla2.pt	1206.0	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_300M_d16_cla2_best.pt	1206.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_300M_d16_cla2_r20.pt	1206.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_300M_d16_cla2_r20_best.pt	1206.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_300M_d16_cla2_r20_s2.pt	1206.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_300M_d16_cla2_r20_s2_best.pt	1206.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_300M_d16_dense.pt	1233.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_300M_d16_dense_best.pt	1233.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_300M_d16_dense_s2.pt	1233.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_300M_d16_dense_s2_best.pt	1233.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_300M_d16_g4.pt	720.0	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_300M_d16_g4_best.pt	720.0	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_300M_d16_g4_r20.pt	720.0	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_300M_d16_g4_r20_best.pt	720.0	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s2_ko-en_300M_d6_dense.pt	523.8	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s2_ko-en_300M_d6_dense_best.pt	523.8	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s2_ko-en_300M_eq_d6_r80.pt	523.8	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s2_ko-en_300M_eq_d6_r80_best.pt	523.8	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s4_ko-en_300M_d8_dense.pt	665.7	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s4_ko-en_300M_d8_dense_best.pt	665.7	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s4_ko-en_300M_d8_dense_s2.pt	665.7	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s4_ko-en_300M_d8_dense_s2_best.pt	665.7	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s4_ko-en_300M_d8_dense_s3.pt	665.7	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s4_ko-en_300M_d8_dense_s3_best.pt	665.7	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s4_ko-en_300M_d8_g2.pt	544.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s4_ko-en_300M_d8_g2_best.pt	544.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s4_ko-en_300M_eq_d8_dense.pt	665.7	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s4_ko-en_300M_eq_d8_dense_best.pt	665.7	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s4_ko-en_300M_eq_d8_r20.pt	665.7	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s4_ko-en_300M_eq_d8_r20_best.pt	665.7	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s4_ko-en_300M_eq_d8_r30.pt	665.7	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s4_ko-en_300M_eq_d8_r30_best.pt	665.7	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s4_ko-en_300M_eq_d8_r40.pt	665.7	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s4_ko-en_300M_eq_d8_r40_best.pt	665.7	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s4_ko-en_300M_eq_d8_r60.pt	665.7	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s4_ko-en_300M_eq_d8_r60_best.pt	665.7	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s6_ko-en_300M_d10_dense.pt	807.5	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s6_ko-en_300M_d10_dense_best.pt	807.5	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s8_ko-en_300M_d12_cla2.pt	929.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s8_ko-en_300M_d12_cla2_best.pt	929.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s8_ko-en_300M_d12_cla2_r20.pt	929.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s8_ko-en_300M_d12_cla2_r20_best.pt	929.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s8_ko-en_300M_d12_cla2_r20_lrm.pt	929.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s8_ko-en_300M_d12_cla2_r20_lrm_best.pt	929.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
delete	m100s8_ko-en_300M_d12_cla2_r20_lrm_probe.pt	929.1	250스텝 프로브 - 품질 판정 사용 금지(기준표 2.3). 판정 근거는 역할이지 _best 접미사가 아니다(TSV 규칙 6)
delete	m100s8_ko-en_300M_d12_cla2_r20_lrm_probe_best.pt	929.1	250스텝 프로브 - 품질 판정 사용 금지(기준표 2.3). 판정 근거는 역할이지 _best 접미사가 아니다(TSV 규칙 6)
hold	m100s8_ko-en_300M_d12_cla2_r20_p300_e1.pt	929.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s8_ko-en_300M_d12_cla2_r20_p300_e1_best.pt	929.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s8_ko-en_300M_d12_cla2_r20_p300_e2.pt	929.1	4578스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s8_ko-en_300M_d12_cla2_r20_p300_e2_best.pt	929.1	4578스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s8_ko-en_300M_d12_cla2_r20_s2.pt	929.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s8_ko-en_300M_d12_cla2_r20_s2_best.pt	929.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s8_ko-en_300M_d12_cla2_r30.pt	929.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s8_ko-en_300M_d12_cla2_r30_best.pt	929.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s8_ko-en_300M_d12_cla2e_r20.pt	935.9	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s8_ko-en_300M_d12_cla2e_r20_best.pt	935.9	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
delete	m100s8_ko-en_300M_d12_cla2e_r20_probe.pt	935.9	250스텝 프로브 - 품질 판정 사용 금지(기준표 2.3). 판정 근거는 역할이지 _best 접미사가 아니다(TSV 규칙 6)
delete	m100s8_ko-en_300M_d12_cla2e_r20_probe_best.pt	935.9	250스텝 프로브 - 품질 판정 사용 금지(기준표 2.3). 판정 근거는 역할이지 _best 접미사가 아니다(TSV 규칙 6)
hold	m100s8_ko-en_300M_d12_dense.pt	949.4	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s8_ko-en_300M_d12_dense_best.pt	949.4	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s8_ko-en_300M_d12_dense_s2.pt	949.4	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s8_ko-en_300M_d12_dense_s2_best.pt	949.4	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s8_ko-en_300M_d12_g4.pt	605.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s8_ko-en_300M_d12_g4_best.pt	605.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s8_ko-en_300M_d12_g4_r20.pt	605.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s8_ko-en_300M_d12_g4_r20_best.pt	605.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s8_ko-en_300M_d12_g4_r30.pt	605.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s8_ko-en_300M_d12_g4_r30_best.pt	605.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
delete	tiny_synthetic_2M_sm_claedge.pt	61.9	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_2M_sm_claedge_best.pt	61.9	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_2M_sm_densecla.pt	61.5	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_2M_sm_densecla_best.pt	61.5	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_2M_sm_denseinit.pt	62.6	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_2M_sm_denseinit_best.pt	62.6	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_2M_sm_denserep.pt	62.6	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_2M_sm_denserep_best.pt	62.6	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_2M_sm_embrank.pt	52.5	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_2M_sm_embrank_best.pt	52.5	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_2M_sm_film.pt	48.0	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_2M_sm_film_best.pt	48.0	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_2M_sm_kdchunk.pt	48.0	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_2M_sm_kdchunk_best.pt	48.0	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_2M_sm_lrm.pt	62.6	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_2M_sm_lrm_best.pt	62.6	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_2M_sm_tieddepth.pt	52.5	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_2M_sm_tieddepth_best.pt	52.5	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
# ★2026-09-04 자동 판정 128행 (scripts/ckpt_audit.py) — 규칙은 tiny_* 와 steps<500 둘뿐이고 나머지는 hold 다
hold	m100s10_ko-en_1200M_d14_cla2_norecur_t1200.pt	1067.6	9156스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s10_ko-en_1200M_d14_cla2_norecur_t1200_best.pt	1067.6	9156스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s10_ko-en_300M_d14_cla2_blockr2.pt	1067.6	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s10_ko-en_300M_d14_cla2_blockr2_best.pt	1067.6	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s10_ko-en_300M_d14_cla2_norecur.pt	1067.6	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s10_ko-en_300M_d14_cla2_norecur_best.pt	1067.6	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s10_ko-en_300M_d14_cla2_norecur_muon15.pt	420.3	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s10_ko-en_300M_d14_cla2_norecur_muon15_best.pt	420.3	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s10_ko-en_300M_d14_cla2_norecur_s2.pt	1067.6	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s10_ko-en_300M_d14_cla2_norecur_s2_best.pt	1067.6	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s10_ko-en_300M_d14_cla2_progr2.pt	1067.6	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s10_ko-en_300M_d14_cla2_progr2_best.pt	1067.6	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s10_ko-en_600M_d14_cla2_norecur_muon15_t600.pt	420.3	4578스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s10_ko-en_600M_d14_cla2_norecur_muon15_t600_best.pt	420.3	4578스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s10_ko-en_600M_d14_cla2_norecur_t600.pt	1067.6	4578스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s10_ko-en_600M_d14_cla2_norecur_t600_best.pt	1067.6	4578스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
keep	m100s12_ko-en_1200M_d16_cla2_norecur_muon15_t1200.pt	836.3	진행 중 P088 Stage10 본체 - 결과 문서화와 후속 공통평가 완료 전 삭제 금지
keep	m100s12_ko-en_1200M_d16_cla2_norecur_muon15_t1200_best.pt	836.3	진행 중 P088 Stage10 best - 결과 문서화와 후속 공통평가 완료 전 삭제 금지
hold	m100s12_ko-en_1200M_d16_cla2_norecur_t1200.pt	1206.1	9156스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_1200M_d16_cla2_norecur_t1200_best.pt	1206.1	9156스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_300M_d16_cla2_blockr2.pt	1206.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_300M_d16_cla2_blockr2_best.pt	1206.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_300M_d16_cla2_norecur.pt	1206.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_300M_d16_cla2_norecur_best.pt	1206.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_300M_d16_cla2_norecur_muon15.pt	466.5	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_300M_d16_cla2_norecur_muon15_best.pt	466.5	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_300M_d16_cla2_norecur_p12.pt	1206.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_300M_d16_cla2_norecur_p12_best.pt	1206.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_300M_d16_cla2_norecur_s2.pt	1206.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_300M_d16_cla2_norecur_s2_best.pt	1206.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_300M_d16_cla2_r20_muon15.pt	466.5	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_300M_d16_cla2_r20_muon15_best.pt	466.5	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_300M_d16_cla2_r20_p12_t300.pt	1206.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_300M_d16_cla2_r20_p12_t300_best.pt	1206.1	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_300M_d16_cla2_r20_p12_t600.pt	1206.1	4578스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_300M_d16_cla2_r20_p12_t600_best.pt	1206.1	4578스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_300M_d16_g4_muon15.pt	304.5	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_300M_d16_g4_muon15_best.pt	304.5	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_600M_d16_cla2_norecur_muon15_t600.pt	466.5	4578스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_600M_d16_cla2_norecur_muon15_t600_best.pt	466.5	4578스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_600M_d16_cla2_norecur_t600.pt	1206.1	4578스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s12_ko-en_600M_d16_cla2_norecur_t600_best.pt	1206.1	4578스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s14_ko-en_300M_d18_cla2_norecur.pt	1344.5	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s14_ko-en_300M_d18_cla2_norecur_best.pt	1344.5	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s14_ko-en_300M_d18_cla2_norecur_muon15.pt	512.7	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s14_ko-en_300M_d18_cla2_norecur_muon15_best.pt	512.7	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s14_ko-en_300M_d18_cla2_norecur_s2.pt	1344.5	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s14_ko-en_300M_d18_cla2_norecur_s2_best.pt	1344.5	2289스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s14_ko-en_600M_d18_cla2_norecur_muon15_t600.pt	512.7	4578스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
hold	m100s14_ko-en_600M_d18_cla2_norecur_muon15_t600_best.pt	512.7	4578스텝 full-train - 축이 닫혔는지는 기계가 모른다. 사람이 판정
